nci60	ccle	cgp	gdsc	gdscDec15	ctrp	nciSclc	mdaMills	almanac	utsw	sarcoma	genSclc	nob	gbSarcoma	cshl	lantern	lantnci	ncats	uniSarcoma	genSarcoma	tncats	achilles	ukhyun	ancats	acc	prism	cellosaurus_accession	cellosaurus_identifier
NA	YD-38	NA	NA	NA	YD-38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	YD38	NA	NA	NA	YD38	CVCL_L083	YD-38
NA	YD-8	NA	NA	NA	YD-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	YD8	NA	NA	NA	YD8	CVCL_L079	YD-8
NA	YMB-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2814	YMB-1
NA	ZR-75-1	NA	NA	NA	ZR-75-1	NA	ZR751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZR751	NA	NA	NA	ZR751	CVCL_0588	ZR-75-1
NA	NA	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1047	380
NA	NA	A4-Fuk	A4-Fuk	A4-Fuk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1064	A4/Fukuda
NA	A427	A427	A427	A427	NA	NA	A427	NA	NA	NA	NA	NA	NA	NA	NA	NA	A427	NA	NA	NA	A427	NA	NA	NA	NA	CVCL_1055	A-427
NA	NA	A431	A431	A431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A431	NA	NA	NA	A431	NA	NA	NA	NA	CVCL_0037	A-431
NA	NA	ACN	ACN	ACN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1068	ACN
NA	NA	ALL-PO	ALL-PO	ALL-PO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1069	ALL-PO
NA	NA	ARH-77	ARH-77	ARH-77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1072	ARH-77
NA	NA	ATN-1	ATN-1	ATN-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1073	ATN-1
NA	NA	B2-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2864	B2-17
NA	NA	BALL-1	BALL-1	BALL-1	NA	NA	BALL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1075	BALL-1
NA	NA	BB30-HNC	BB30-HNC	BB30-HNC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1076	BB30-HNC
NA	NA	BB49-HNC	BB49-HNC	BB49-HNC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1077	BB49-HNC
NA	NA	BB65-RCC	BB65-RCC	BB65-RCC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1078	BB65-RCC
NA	NA	BC-1	BC-1	BC-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1079	BC-1
NA	NA	BC-3	NA	BC-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1080	BC-3
NA	NA	BE-13	BE-13	BE-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1081	BE-13
NA	NA	BOKU	BOKU	BOKU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BOKU	NA	NA	NA	NA	CVCL_1089	BOKU
NA	NA	BONNA-12	BONNA-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1090	BONNA-12
NA	NA	BPH-1	BPH-1	BPH-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1091	BPH-1
NA	NA	C-33-A	C-33-A	C-33-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1094	C-33 A
NA	NA	C-4-II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1095	C-4-II
NA	C8166	C8166	C8166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	C8166	NA	NA	NA	NA	CVCL_1099	C8166
NA	NA	Ca-Ski	Ca-Ski	Ca-Ski	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1100	Ca Ski
NA	NA	Ca9-22	Ca9-22	Ca9-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1102	Ca9-22
NA	NA	CAL-39	CAL-39	CAL-39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1109	CAL-39
NA	NA	CAL-72	CAL-72	CAL-72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAL-72	NA	CAL72	NA	NA	NA	NA	CVCL_1113	CAL-72
NA	NA	CaR-1	CaR-1	CaR-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1116	CaR-1
NA	NA	CESS	CESS	CESS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0209	CESS
NA	NA	CHP-134	CHP-134	CHP-134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1124	CHP-134
NA	NA	COLO-320-HSR	COLO-320-HSR	COLO-320-HSR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0220	COLO 320HSR
NA	NA	COLO-684	COLO-684	COLO-684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1132	COLO 684
NA	NA	COLO-720E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1995	COLO 720E
NA	NA	COLO-824	COLO-824	COLO-824	NA	NA	COLO824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1136	COLO 824
NA	NA	COR-L96CAR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1142	COR-L96-CAR
NA	NA	CP66-MEL	CP66-MEL	CP66-MEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1144	CP66-MEL
NA	NA	CP67-MEL	NA	CP67-MEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1145	CP67-MEL
NA	NA	CRO-AP2	CRO-AP2	CRO-AP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1147	CRO-AP2
NA	NA	CRO-AP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1148	CRO-AP5
NA	NA	CTB-1	CTB-1	CTB-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1149	CTB-1
NA	NA	CTV-1	CTV-1	CTV-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1150	CTV-1
NA	NA	D-245MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1152	D-245MG
NA	NA	D-247MG	D-247MG	D-247MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1153	D-247MG
NA	NA	D-263MG	D-263MG	D-263MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1154	D-263MG
NA	NA	D-336MG	D-336MG	D-336MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1156	D-336MG
NA	NA	D-384MED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1157	D384 Med
NA	NA	D-392MG	D-392MG	D-392MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1158	D-392MG
NA	NA	D-397MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1159	D-397MG
NA	NA	D-423MG	D-423MG	D-423MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1160	D-423MG
NA	NA	D-458MED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1161	D458 Med
NA	NA	D-502MG	D-502MG	D-502MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1162	D-502MG
NA	NA	D-538MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1163	D-538MG
NA	NA	D-542MG	D-542MG	D-542MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1164	D-542MG
NA	NA	D-556MED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1165	D556 Med
NA	NA	D-566MG	D-566MG	D-566MG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1166	D-566MG
NA	NA	DG-75	DG-75	DG-75	NA	NA	DG75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0244	DG-75
NA	NA	DJM-1	DJM-1	DJM-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1172	DJM-1
NA	NA	DOK	DOK	DOK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1180	DOK
NA	NA	DoTc2-4510	DoTc2-4510	DoTc2-4510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DOTC24510	NA	NA	NA	NA	CVCL_1181	DoTc2 4510
NA	NA	DSH1	DSH1	DSH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1182	DSH1
NA	NA	EB-3	EB-3	EB-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1185	EB3 [Human Burkitt lymphoma]
NA	NA	ECC4	ECC4	ECC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1190	ECC4
NA	NA	EGI-1	EGI-1	EGI-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EGI1	NA	NA	NA	NA	CVCL_1193	EGI-1
NA	NA	EoL-1-cell	EoL-1-cell	EoL-1-cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0258	EoL-1
NA	NA	ES1	ES1	ES1	NA	NA	NA	NA	NA	ES-1	NA	NA	ES1	NA	NA	NA	NA	ES1	ES1	NA	NA	NA	NA	NA	NA	CVCL_1198	ES1
NA	NA	ES3	ES3	ES3	NA	NA	NA	NA	NA	ES-3	NA	NA	ES3	NA	NA	NA	NA	ES3	ES3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	ES5	ES5	ES5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	ES6	ES6	ES6	NA	NA	NA	NA	NA	ES-6	NA	NA	ES6	NA	NA	NA	NA	ES6	ES6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	ES7	ES7	ES7	NA	NA	NA	NA	NA	ES-7	NA	NA	ES7	NA	NA	NA	NA	ES7	ES7	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	ES8	ES8	ES8	NA	NA	NA	NA	NA	ES-8	NA	NA	ES8	NA	NA	NA	NA	ES8	ES8	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	ETK-1	ETK-1	ETK-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1206	ETK-1
NA	NA	EW-1	EW-1	EW-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-1	NA	NA	NA	NA	NA	NA	CVCL_1208	EW-1
NA	NA	EW-11	EW-11	EW-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-11	NA	NA	NA	NA	NA	NA	CVCL_1209	EW-11
NA	NA	EW-12	EW-12	EW-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-12	NA	NA	NA	NA	NA	NA	CVCL_1210	EW-12
NA	NA	EW-13	EW-13	EW-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-13	NA	NA	NA	NA	NA	NA	CVCL_1211	EW-13
NA	NA	EW-16	EW-16	EW-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-16	NA	NA	NA	NA	NA	NA	CVCL_1212	EW-16
NA	NA	EW-18	EW-18	EW-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-18	NA	NA	NA	NA	NA	NA	CVCL_1213	EW-18
NA	NA	EW-22	EW-22	EW-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-22	NA	NA	NA	NA	NA	NA	CVCL_1214	EW-22
NA	NA	EW-24	EW-24	EW-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-24	NA	NA	NA	NA	NA	NA	CVCL_1215	EW-24
NA	NA	EW-3	EW-3	EW-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-3	NA	NA	NA	NA	NA	NA	CVCL_1216	EW-3
NA	NA	EW-7	EW-7	EW-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EW-7	NA	NA	NA	NA	NA	NA	CVCL_1217	EW-7
NA	NA	GA-10-Clone-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1223	GA-10 clone 20
NA	NA	GA-10-Clone-4	GA-10-Clone-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1224	GA-10 clone 4
NA	NA	GAK	GAK	GAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1225	GAK
NA	NA	GI-ME-N	GI-ME-N	GI-ME-N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GIMEN	NA	NA	NA	NA	CVCL_1232	GI-ME-N
NA	NA	GOTO	GOTO	GOTO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1234	GOTO
NA	NA	GOTO-P3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2911	GOTO.P3
NA	NA	Gp2D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2450	GP2d
NA	NA	GP5d	GP5d	GP5d	NA	NA	GP5D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GP5D	NA	NA	NA	NA	CVCL_1235	GP5d
NA	NA	GR-ST	GR-ST	GR-ST	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1236	GR-ST
NA	NA	GT3TKB	GT3TKB	GT3TKB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1237	GT3TKB
NA	NA	H-EMC-SS	H-EMC-SS	H-EMC-SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1238	H-EMC-SS
NA	NA	H9	H9	H9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	HA7-RCC	HA7-RCC	HA7-RCC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1241	HA7-RCC
NA	NA	HAL-01	HAL-01	HAL-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1242	HAL-01
NA	NA	HC-1	HC-1	HC-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1243	HC-1
NA	NA	HCE-4	HCE-4	HCE-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1271	HCE-4
NA	NA	HCE-T	HCE-T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	HeLaSF	HeLaSF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1278	HeLaSF
NA	NA	HMV-II	HMV-II	HMV-II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1282	HMV-II
NA	NA	HN	HN	HN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1283	HN
NA	NA	HO-1-N-1	HO-1-N-1	HO-1-N-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1284	HO-1-N-1
NA	NA	HT-3	HT-3	HT-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HT3	NA	NA	NA	NA	CVCL_1293	HT-3
NA	NA	HTC-C3	HTC-C3	HTC-C3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1295	HTC-C3
NA	NA	HuO-3N1	HuO-3N1	HuO-3N1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HuO-3N1	HuO-3N1	NA	NA	HuO-3N1	NA	NA	CVCL_1297	HuO-3N1
NA	NA	HuO9	HuO9	HuO9	NA	NA	NA	NA	NA	Hu09	NA	NA	Hu09	NA	NA	NA	NA	Hu09	Hu09	NA	HUO9	NA	NA	NA	NA	CVCL_1298	HuO9
NA	NA	IM-9	IM-9	IM-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IM9	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1305	IM-9
NA	NA	IMR-5	IMR-5	IMR-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1306	IMR-5
NA	NA	IST-MEL1	IST-MEL1	IST-MEL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1308	IST-MEL1
NA	NCI-H1618	NCI-H1618	NA	NCI-H1618	NA	NCI-H1618	NA	NA	NA	NA	NCI-H1618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1480	NCI-H1618
NA	NA	NA	NA	NA	NA	NA	NA	NA	H1628	NA	NCI-H1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_A503	NCI-H1628
NA	NA	ITO-II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1315	ITO-II
NA	NA	J-RT3-T3-5	J-RT3-T3-5	J-RT3-T3-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1316	J.RT3-T3.5
NA	NA	JAR	JAR	JAR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JAR	NA	NA	NA	NA	CVCL_0360	JAR
NA	NA	JEG-3	JEG-3	JEG-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JEG3	NA	NA	NA	NA	CVCL_0363	JEG-3
NA	NA	JiyoyeP-2003	JiyoyeP-2003	JiyoyeP-2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1317	Jiyoye
NA	NA	K5	K5	K5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1322	K5
NA	NA	KARPAS-45	KARPAS-45	KARPAS-45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1326	Karpas-45
NA	NA	KGN	KGN	KGN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0375	KGN
NA	NA	KINGS-1	KINGS-1	KINGS-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1328	KINGS-1
NA	NA	KMOE-2	KMOE-2	KMOE-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1332	KMOE-2
NA	NA	KMS-12-PE	NA	NA	NA	NA	KMS12PE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KMS-12-PE	NA	NA	KMS-12-PE	NA	NA	CVCL_1333	KMS-12-PE
NA	NA	KOSC-2	KOSC-2	KOSC-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1337	KOSC-2
NA	NA	KP-N-YS	NA	KP-N-YS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1342	KP-N-YS
NA	NA	KY821	KY821	KY821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1346	KY821
NA	NA	LAN-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1827	LA-N-1
NA	NA	LAN-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0389	LA-N-5
NA	NA	LAN-6	LAN-6	LAN-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1363	LA-N-6
NA	NA	LB1047-RCC	LB1047-RCC	LB1047-RCC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1364	LB1047-RCC
NA	NA	LB2241-RCC	LB2241-RCC	LB2241-RCC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1365	LB2241-RCC
NA	NA	LB2518-MEL	LB2518-MEL	LB2518-MEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1366	LB2518-MEL
NA	NA	LB373-MEL-D	LB373-MEL-D	LB373-MEL-D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1367	LB373-MEL-D
NA	NA	NA	NA	NA	NA	NCI-H1672	NA	NA	H1672	NA	NCI-H1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1486	NCI-H1672
